"City","Date","schoolhols","school.hols"
"51176","Sydney",2021-07-06,"1","2"
"51177","Adelaide",2021-07-07,"1","2"
"51178","Brisbane",2021-07-07,"1","2"
"51179","Canberra",2021-07-07,"1","2"
"51180","Darwin",2021-07-07,"1","2"
"51181","Hobart",2021-07-07,"1","2"
"51182","Melbourne",2021-07-07,"1","2"
"51183","Perth",2021-07-07,"1","2"
"51184","Sydney",2021-07-07,"1","2"
"51185","Adelaide",2021-07-08,"1","2"
"51186","Brisbane",2021-07-08,"1","2"
"51187","Canberra",2021-07-08,"1","2"
"51188","Darwin",2021-07-08,"1","2"
"51189","Hobart",2021-07-08,"1","2"
"51190","Melbourne",2021-07-08,"1","2"
"51191","Perth",2021-07-08,"1","2"
"51192","Sydney",2021-07-08,"1","2"
"51193","Adelaide",2021-07-09,"1","2"
"51194","Brisbane",2021-07-09,"1","2"
"51195","Canberra",2021-07-09,"1","2"
"51196","Darwin",2021-07-09,"1","2"
"51197","Hobart",2021-07-09,"1","2"
"51198","Melbourne",2021-07-09,"1","2"
"51199","Perth",2021-07-09,"1","2"
"51200","Sydney",2021-07-09,"1","2"
"51201","Adelaide",2021-07-10,"1","2"
"51202","Brisbane",2021-07-10,"1","2"
"51203","Canberra",2021-07-10,"1","2"
"51204","Darwin",2021-07-10,"1","2"
"51205","Hobart",2021-07-10,"1","2"
"51206","Melbourne",2021-07-10,"1","2"
"51207","Perth",2021-07-10,"1","2"
"51208","Sydney",2021-07-10,"1","2"
"51209","Adelaide",2021-07-11,"1","2"
"51210","Brisbane",2021-07-11,"1","2"
"51211","Canberra",2021-07-11,"1","2"
"51212","Darwin",2021-07-11,"1","2"
"51213","Hobart",2021-07-11,"1","2"
"51214","Melbourne",2021-07-11,"1","2"
"51215","Perth",2021-07-11,"1","2"
"51216","Sydney",2021-07-11,"1","2"
"51217","Adelaide",2021-07-12,"1","2"
"51218","Brisbane",2021-07-12,"0","0"
"51219","Canberra",2021-07-12,"0","0"
"51220","Darwin",2021-07-12,"1","2"
"51221","Hobart",2021-07-12,"1","2"
"51222","Melbourne",2021-07-12,"0","0"
"51223","Perth",2021-07-12,"1","2"
"51224","Sydney",2021-07-12,"0","0"
"51225","Adelaide",2021-07-13,"1","2"
"51226","Brisbane",2021-07-13,"0","0"
"51227","Canberra",2021-07-13,"0","0"
"51228","Darwin",2021-07-13,"1","2"
"51229","Hobart",2021-07-13,"1","2"
"51230","Melbourne",2021-07-13,"0","0"
"51231","Perth",2021-07-13,"1","2"
"51232","Sydney",2021-07-13,"0","0"
"51233","Adelaide",2021-07-14,"1","2"
"51234","Brisbane",2021-07-14,"0","0"
"51235","Canberra",2021-07-14,"0","0"
"51236","Darwin",2021-07-14,"1","2"
"51237","Hobart",2021-07-14,"1","2"
"51238","Melbourne",2021-07-14,"0","0"
"51239","Perth",2021-07-14,"1","2"
"51240","Sydney",2021-07-14,"0","0"
"51241","Adelaide",2021-07-15,"1","2"
"51242","Brisbane",2021-07-15,"0","0"
"51243","Canberra",2021-07-15,"0","0"
"51244","Darwin",2021-07-15,"1","2"
"51245","Hobart",2021-07-15,"1","2"
"51246","Melbourne",2021-07-15,"0","0"
"51247","Perth",2021-07-15,"1","2"
"51248","Sydney",2021-07-15,"0","0"
"51249","Adelaide",2021-07-16,"1","2"
"51250","Brisbane",2021-07-16,"0","0"
"51251","Canberra",2021-07-16,"0","0"
"51252","Darwin",2021-07-16,"1","2"
"51253","Hobart",2021-07-16,"1","2"
"51254","Melbourne",2021-07-16,"0","0"
"51255","Perth",2021-07-16,"1","2"
"51256","Sydney",2021-07-16,"0","0"
"51257","Adelaide",2021-07-17,"1","2"
"51258","Brisbane",2021-07-17,"0","0"
"51259","Canberra",2021-07-17,"0","0"
"51260","Darwin",2021-07-17,"1","2"
"51261","Hobart",2021-07-17,"1","2"
"51262","Melbourne",2021-07-17,"0","0"
"51263","Perth",2021-07-17,"1","2"
"51264","Sydney",2021-07-17,"0","0"
"51265","Adelaide",2021-07-18,"1","2"
"51266","Brisbane",2021-07-18,"0","0"
"51267","Canberra",2021-07-18,"0","0"
"51268","Darwin",2021-07-18,"1","2"
"51269","Hobart",2021-07-18,"1","2"
"51270","Melbourne",2021-07-18,"0","0"
"51271","Perth",2021-07-18,"1","2"
"51272","Sydney",2021-07-18,"0","0"
"51273","Adelaide",2021-07-19,"0","0"
"51274","Brisbane",2021-07-19,"0","0"
"51275","Canberra",2021-07-19,"0","0"
"51276","Darwin",2021-07-19,"1","2"
"51277","Hobart",2021-07-19,"1","2"
"51278","Melbourne",2021-07-19,"0","0"
"51279","Perth",2021-07-19,"0","0"
"51280","Sydney",2021-07-19,"0","0"
"51281","Adelaide",2021-07-20,"0","0"
"51282","Brisbane",2021-07-20,"0","0"
"51283","Canberra",2021-07-20,"0","0"
"51284","Darwin",2021-07-20,"0","0"
"51285","Hobart",2021-07-20,"0","0"
"51286","Melbourne",2021-07-20,"0","0"
"51287","Perth",2021-07-20,"0","0"
"51288","Sydney",2021-07-20,"0","0"
"51289","Adelaide",2021-07-21,"0","0"
"51290","Brisbane",2021-07-21,"0","0"
"51291","Canberra",2021-07-21,"0","0"
"51292","Darwin",2021-07-21,"0","0"
"51293","Hobart",2021-07-21,"0","0"
"51294","Melbourne",2021-07-21,"0","0"
"51295","Perth",2021-07-21,"0","0"
"51296","Sydney",2021-07-21,"0","0"
"51297","Adelaide",2021-07-22,"0","0"
"51298","Brisbane",2021-07-22,"0","0"
"51299","Canberra",2021-07-22,"0","0"
"51300","Darwin",2021-07-22,"0","0"
"51301","Hobart",2021-07-22,"0","0"
"51302","Melbourne",2021-07-22,"0","0"
"51303","Perth",2021-07-22,"0","0"
"51304","Sydney",2021-07-22,"0","0"
"51305","Adelaide",2021-07-23,"0","0"
"51306","Brisbane",2021-07-23,"0","0"
"51307","Canberra",2021-07-23,"0","0"
"51308","Darwin",2021-07-23,"0","0"
"51309","Hobart",2021-07-23,"0","0"
"51310","Melbourne",2021-07-23,"0","0"
"51311","Perth",2021-07-23,"0","0"
"51312","Sydney",2021-07-23,"0","0"
"51313","Adelaide",2021-07-24,"0","0"
"51314","Brisbane",2021-07-24,"0","0"
"51315","Canberra",2021-07-24,"0","0"
"51316","Darwin",2021-07-24,"0","0"
"51317","Hobart",2021-07-24,"0","0"
"51318","Melbourne",2021-07-24,"0","0"
"51319","Perth",2021-07-24,"0","0"
"51320","Sydney",2021-07-24,"0","0"
"51321","Adelaide",2021-07-25,"0","0"
"51322","Brisbane",2021-07-25,"0","0"
"51323","Canberra",2021-07-25,"0","0"
"51324","Darwin",2021-07-25,"0","0"
"51325","Hobart",2021-07-25,"0","0"
"51326","Melbourne",2021-07-25,"0","0"
"51327","Perth",2021-07-25,"0","0"
"51328","Sydney",2021-07-25,"0","0"
"51329","Adelaide",2021-07-26,"0","0"
"51330","Brisbane",2021-07-26,"0","0"
"51331","Canberra",2021-07-26,"0","0"
"51332","Darwin",2021-07-26,"0","0"
"51333","Hobart",2021-07-26,"0","0"
"51334","Melbourne",2021-07-26,"0","0"
"51335","Perth",2021-07-26,"0","0"
"51336","Sydney",2021-07-26,"0","0"
"51337","Adelaide",2021-07-27,"0","0"
"51338","Brisbane",2021-07-27,"0","0"
"51339","Canberra",2021-07-27,"0","0"
"51340","Darwin",2021-07-27,"0","0"
"51341","Hobart",2021-07-27,"0","0"
"51342","Melbourne",2021-07-27,"0","0"
"51343","Perth",2021-07-27,"0","0"
"51344","Sydney",2021-07-27,"0","0"
"51345","Adelaide",2021-07-28,"0","0"
"51346","Brisbane",2021-07-28,"0","0"
"51347","Canberra",2021-07-28,"0","0"
"51348","Darwin",2021-07-28,"0","0"
"51349","Hobart",2021-07-28,"0","0"
"51350","Melbourne",2021-07-28,"0","0"
"51351","Perth",2021-07-28,"0","0"
"51352","Sydney",2021-07-28,"0","0"
"51353","Adelaide",2021-07-29,"0","0"
"51354","Brisbane",2021-07-29,"0","0"
"51355","Canberra",2021-07-29,"0","0"
"51356","Darwin",2021-07-29,"0","0"
"51357","Hobart",2021-07-29,"0","0"
"51358","Melbourne",2021-07-29,"0","0"
"51359","Perth",2021-07-29,"0","0"
"51360","Sydney",2021-07-29,"0","0"
"51361","Adelaide",2021-07-30,"0","0"
"51362","Brisbane",2021-07-30,"0","0"
"51363","Canberra",2021-07-30,"0","0"
"51364","Darwin",2021-07-30,"0","0"
"51365","Hobart",2021-07-30,"0","0"
"51366","Melbourne",2021-07-30,"0","0"
"51367","Perth",2021-07-30,"0","0"
"51368","Sydney",2021-07-30,"0","0"
"51369","Adelaide",2021-07-31,"0","0"
"51370","Brisbane",2021-07-31,"0","0"
"51371","Canberra",2021-07-31,"0","0"
"51372","Darwin",2021-07-31,"0","0"
"51373","Hobart",2021-07-31,"0","0"
"51374","Melbourne",2021-07-31,"0","0"
"51375","Perth",2021-07-31,"0","0"
"51376","Sydney",2021-07-31,"0","0"
"51377","Adelaide",2021-08-01,"0","0"
"51378","Brisbane",2021-08-01,"0","0"
"51379","Canberra",2021-08-01,"0","0"
"51380","Darwin",2021-08-01,"0","0"
"51381","Hobart",2021-08-01,"0","0"
"51382","Melbourne",2021-08-01,"0","0"
"51383","Perth",2021-08-01,"0","0"
"51384","Sydney",2021-08-01,"0","0"
"51385","Adelaide",2021-08-02,"0","0"
"51386","Brisbane",2021-08-02,"0","0"
"51387","Canberra",2021-08-02,"0","0"
"51388","Darwin",2021-08-02,"0","0"
"51389","Hobart",2021-08-02,"0","0"
"51390","Melbourne",2021-08-02,"0","0"
"51391","Perth",2021-08-02,"0","0"
"51392","Sydney",2021-08-02,"0","0"
"51393","Adelaide",2021-08-03,"0","0"
"51394","Brisbane",2021-08-03,"0","0"
"51395","Canberra",2021-08-03,"0","0"
"51396","Darwin",2021-08-03,"0","0"
"51397","Hobart",2021-08-03,"0","0"
"51398","Melbourne",2021-08-03,"0","0"
"51399","Perth",2021-08-03,"0","0"
"51400","Sydney",2021-08-03,"0","0"
"51401","Adelaide",2021-08-04,"0","0"
"51402","Brisbane",2021-08-04,"0","0"
"51403","Canberra",2021-08-04,"0","0"
"51404","Darwin",2021-08-04,"0","0"
"51405","Hobart",2021-08-04,"0","0"
"51406","Melbourne",2021-08-04,"0","0"
"51407","Perth",2021-08-04,"0","0"
"51408","Sydney",2021-08-04,"0","0"
"51409","Adelaide",2021-08-05,"0","0"
"51410","Brisbane",2021-08-05,"0","0"
"51411","Canberra",2021-08-05,"0","0"
"51412","Darwin",2021-08-05,"0","0"
"51413","Hobart",2021-08-05,"0","0"
"51414","Melbourne",2021-08-05,"0","0"
"51415","Perth",2021-08-05,"0","0"
"51416","Sydney",2021-08-05,"0","0"
"51417","Adelaide",2021-08-06,"0","0"
"51418","Brisbane",2021-08-06,"0","0"
"51419","Canberra",2021-08-06,"0","0"
"51420","Darwin",2021-08-06,"0","0"
"51421","Hobart",2021-08-06,"0","0"
"51422","Melbourne",2021-08-06,"0","0"
"51423","Perth",2021-08-06,"0","0"
"51424","Sydney",2021-08-06,"0","0"
"51425","Adelaide",2021-08-07,"0","0"
"51426","Brisbane",2021-08-07,"0","0"
"51427","Canberra",2021-08-07,"0","0"
"51428","Darwin",2021-08-07,"0","0"
"51429","Hobart",2021-08-07,"0","0"
"51430","Melbourne",2021-08-07,"0","0"
"51431","Perth",2021-08-07,"0","0"
"51432","Sydney",2021-08-07,"0","0"
"51433","Adelaide",2021-08-08,"0","0"
"51434","Brisbane",2021-08-08,"0","0"
"51435","Canberra",2021-08-08,"0","0"
"51436","Darwin",2021-08-08,"0","0"
"51437","Hobart",2021-08-08,"0","0"
"51438","Melbourne",2021-08-08,"0","0"
"51439","Perth",2021-08-08,"0","0"
"51440","Sydney",2021-08-08,"0","0"
"51441","Adelaide",2021-08-09,"0","0"
"51442","Brisbane",2021-08-09,"0","0"
"51443","Canberra",2021-08-09,"0","0"
"51444","Darwin",2021-08-09,"0","0"
"51445","Hobart",2021-08-09,"0","0"
"51446","Melbourne",2021-08-09,"0","0"
"51447","Perth",2021-08-09,"0","0"
"51448","Sydney",2021-08-09,"0","0"
"51449","Adelaide",2021-08-10,"0","0"
"51450","Brisbane",2021-08-10,"0","0"
"51451","Canberra",2021-08-10,"0","0"
"51452","Darwin",2021-08-10,"0","0"
"51453","Hobart",2021-08-10,"0","0"
"51454","Melbourne",2021-08-10,"0","0"
"51455","Perth",2021-08-10,"0","0"
"51456","Sydney",2021-08-10,"0","0"
"51457","Adelaide",2021-08-11,"0","0"
"51458","Brisbane",2021-08-11,"0","0"
"51459","Canberra",2021-08-11,"0","0"
"51460","Darwin",2021-08-11,"0","0"
"51461","Hobart",2021-08-11,"0","0"
"51462","Melbourne",2021-08-11,"0","0"
"51463","Perth",2021-08-11,"0","0"
"51464","Sydney",2021-08-11,"0","0"
"51465","Adelaide",2021-08-12,"0","0"
"51466","Brisbane",2021-08-12,"0","0"
"51467","Canberra",2021-08-12,"0","0"
"51468","Darwin",2021-08-12,"0","0"
"51469","Hobart",2021-08-12,"0","0"
"51470","Melbourne",2021-08-12,"0","0"
"51471","Perth",2021-08-12,"0","0"
"51472","Sydney",2021-08-12,"0","0"
"51473","Adelaide",2021-08-13,"0","0"
"51474","Brisbane",2021-08-13,"0","0"
"51475","Canberra",2021-08-13,"0","0"
"51476","Darwin",2021-08-13,"0","0"
"51477","Hobart",2021-08-13,"0","0"
"51478","Melbourne",2021-08-13,"0","0"
"51479","Perth",2021-08-13,"0","0"
"51480","Sydney",2021-08-13,"0","0"
"51481","Adelaide",2021-08-14,"0","0"
"51482","Brisbane",2021-08-14,"0","0"
"51483","Canberra",2021-08-14,"0","0"
"51484","Darwin",2021-08-14,"0","0"
"51485","Hobart",2021-08-14,"0","0"
"51486","Melbourne",2021-08-14,"0","0"
"51487","Perth",2021-08-14,"0","0"
"51488","Sydney",2021-08-14,"0","0"
"51489","Adelaide",2021-08-15,"0","0"
"51490","Brisbane",2021-08-15,"0","0"
"51491","Canberra",2021-08-15,"0","0"
"51492","Darwin",2021-08-15,"0","0"
"51493","Hobart",2021-08-15,"0","0"
"51494","Melbourne",2021-08-15,"0","0"
"51495","Perth",2021-08-15,"0","0"
"51496","Sydney",2021-08-15,"0","0"
"51497","Adelaide",2021-08-16,"0","0"
"51498","Brisbane",2021-08-16,"0","0"
"51499","Canberra",2021-08-16,"0","0"
"51500","Darwin",2021-08-16,"0","0"
"51501","Hobart",2021-08-16,"0","0"
"51502","Melbourne",2021-08-16,"0","0"
"51503","Perth",2021-08-16,"0","0"
"51504","Sydney",2021-08-16,"0","0"
"51505","Adelaide",2021-08-17,"0","0"
"51506","Brisbane",2021-08-17,"0","0"
"51507","Canberra",2021-08-17,"0","0"
"51508","Darwin",2021-08-17,"0","0"
"51509","Hobart",2021-08-17,"0","0"
"51510","Melbourne",2021-08-17,"0","0"
"51511","Perth",2021-08-17,"0","0"
"51512","Sydney",2021-08-17,"0","0"
"51513","Adelaide",2021-08-18,"0","0"
"51514","Brisbane",2021-08-18,"0","0"
"51515","Canberra",2021-08-18,"0","0"
"51516","Darwin",2021-08-18,"0","0"
"51517","Hobart",2021-08-18,"0","0"
"51518","Melbourne",2021-08-18,"0","0"
"51519","Perth",2021-08-18,"0","0"
"51520","Sydney",2021-08-18,"0","0"
"51521","Adelaide",2021-08-19,"0","0"
"51522","Brisbane",2021-08-19,"0","0"
"51523","Canberra",2021-08-19,"0","0"
"51524","Darwin",2021-08-19,"0","0"
"51525","Hobart",2021-08-19,"0","0"
"51526","Melbourne",2021-08-19,"0","0"
"51527","Perth",2021-08-19,"0","0"
"51528","Sydney",2021-08-19,"0","0"
"51529","Adelaide",2021-08-20,"0","0"
"51530","Brisbane",2021-08-20,"0","0"
"51531","Canberra",2021-08-20,"0","0"
"51532","Darwin",2021-08-20,"0","0"
"51533","Hobart",2021-08-20,"0","0"
"51534","Melbourne",2021-08-20,"0","0"
"51535","Perth",2021-08-20,"0","0"
"51536","Sydney",2021-08-20,"0","0"
"51537","Adelaide",2021-08-21,"0","0"
"51538","Brisbane",2021-08-21,"0","0"
"51539","Canberra",2021-08-21,"0","0"
"51540","Darwin",2021-08-21,"0","0"
"51541","Hobart",2021-08-21,"0","0"
"51542","Melbourne",2021-08-21,"0","0"
"51543","Perth",2021-08-21,"0","0"
"51544","Sydney",2021-08-21,"0","0"
"51545","Adelaide",2021-08-22,"0","0"
"51546","Brisbane",2021-08-22,"0","0"
"51547","Canberra",2021-08-22,"0","0"
"51548","Darwin",2021-08-22,"0","0"
"51549","Hobart",2021-08-22,"0","0"
"51550","Melbourne",2021-08-22,"0","0"
"51551","Perth",2021-08-22,"0","0"
"51552","Sydney",2021-08-22,"0","0"
"51553","Adelaide",2021-08-23,"0","0"
"51554","Brisbane",2021-08-23,"0","0"
"51555","Canberra",2021-08-23,"0","0"
"51556","Darwin",2021-08-23,"0","0"
"51557","Hobart",2021-08-23,"0","0"
"51558","Melbourne",2021-08-23,"0","0"
"51559","Perth",2021-08-23,"0","0"
"51560","Sydney",2021-08-23,"0","0"
"51561","Adelaide",2021-08-24,"0","0"
"51562","Brisbane",2021-08-24,"0","0"
"51563","Canberra",2021-08-24,"0","0"
"51564","Darwin",2021-08-24,"0","0"
"51565","Hobart",2021-08-24,"0","0"
"51566","Melbourne",2021-08-24,"0","0"
"51567","Perth",2021-08-24,"0","0"
"51568","Sydney",2021-08-24,"0","0"
"51569","Adelaide",2021-08-25,"0","0"
"51570","Brisbane",2021-08-25,"0","0"
"51571","Canberra",2021-08-25,"0","0"
"51572","Darwin",2021-08-25,"0","0"
"51573","Hobart",2021-08-25,"0","0"
"51574","Melbourne",2021-08-25,"0","0"
"51575","Perth",2021-08-25,"0","0"
"51576","Sydney",2021-08-25,"0","0"
"51577","Adelaide",2021-08-26,"0","0"
"51578","Brisbane",2021-08-26,"0","0"
"51579","Canberra",2021-08-26,"0","0"
"51580","Darwin",2021-08-26,"0","0"
"51581","Hobart",2021-08-26,"0","0"
"51582","Melbourne",2021-08-26,"0","0"
"51583","Perth",2021-08-26,"0","0"
"51584","Sydney",2021-08-26,"0","0"
"51585","Adelaide",2021-08-27,"0","0"
"51586","Brisbane",2021-08-27,"0","0"
"51587","Canberra",2021-08-27,"0","0"
"51588","Darwin",2021-08-27,"0","0"
"51589","Hobart",2021-08-27,"0","0"
"51590","Melbourne",2021-08-27,"0","0"
"51591","Perth",2021-08-27,"0","0"
"51592","Sydney",2021-08-27,"0","0"
"51593","Adelaide",2021-08-28,"0","0"
"51594","Brisbane",2021-08-28,"0","0"
"51595","Canberra",2021-08-28,"0","0"
"51596","Darwin",2021-08-28,"0","0"
"51597","Hobart",2021-08-28,"0","0"
"51598","Melbourne",2021-08-28,"0","0"
"51599","Perth",2021-08-28,"0","0"
"51600","Sydney",2021-08-28,"0","0"
"51601","Adelaide",2021-08-29,"0","0"
"51602","Brisbane",2021-08-29,"0","0"
"51603","Canberra",2021-08-29,"0","0"
"51604","Darwin",2021-08-29,"0","0"
"51605","Hobart",2021-08-29,"0","0"
"51606","Melbourne",2021-08-29,"0","0"
"51607","Perth",2021-08-29,"0","0"
"51608","Sydney",2021-08-29,"0","0"
"51609","Adelaide",2021-08-30,"0","0"
"51610","Brisbane",2021-08-30,"0","0"
"51611","Canberra",2021-08-30,"0","0"
"51612","Darwin",2021-08-30,"0","0"
"51613","Hobart",2021-08-30,"0","0"
"51614","Melbourne",2021-08-30,"0","0"
"51615","Perth",2021-08-30,"0","0"
"51616","Sydney",2021-08-30,"0","0"
"51617","Adelaide",2021-08-31,"0","0"
"51618","Brisbane",2021-08-31,"0","0"
"51619","Canberra",2021-08-31,"0","0"
"51620","Darwin",2021-08-31,"0","0"
"51621","Hobart",2021-08-31,"0","0"
"51622","Melbourne",2021-08-31,"0","0"
"51623","Perth",2021-08-31,"0","0"
"51624","Sydney",2021-08-31,"0","0"
"51625","Adelaide",2021-09-01,"0","0"
"51626","Brisbane",2021-09-01,"0","0"
"51627","Canberra",2021-09-01,"0","0"
"51628","Darwin",2021-09-01,"0","0"
"51629","Hobart",2021-09-01,"0","0"
"51630","Melbourne",2021-09-01,"0","0"
"51631","Perth",2021-09-01,"0","0"
"51632","Sydney",2021-09-01,"0","0"
"51633","Adelaide",2021-09-02,"0","0"
"51634","Brisbane",2021-09-02,"0","0"
"51635","Canberra",2021-09-02,"0","0"
"51636","Darwin",2021-09-02,"0","0"
"51637","Hobart",2021-09-02,"0","0"
"51638","Melbourne",2021-09-02,"0","0"
"51639","Perth",2021-09-02,"0","0"
"51640","Sydney",2021-09-02,"0","0"
"51641","Adelaide",2021-09-03,"0","0"
"51642","Brisbane",2021-09-03,"0","0"
"51643","Canberra",2021-09-03,"0","0"
"51644","Darwin",2021-09-03,"0","0"
"51645","Hobart",2021-09-03,"0","0"
"51646","Melbourne",2021-09-03,"0","0"
"51647","Perth",2021-09-03,"0","0"
"51648","Sydney",2021-09-03,"0","0"
"51649","Adelaide",2021-09-04,"0","0"
"51650","Brisbane",2021-09-04,"0","0"
"51651","Canberra",2021-09-04,"0","0"
"51652","Darwin",2021-09-04,"0","0"
"51653","Hobart",2021-09-04,"0","0"
"51654","Melbourne",2021-09-04,"0","0"
"51655","Perth",2021-09-04,"0","0"
"51656","Sydney",2021-09-04,"0","0"
"51657","Adelaide",2021-09-05,"0","0"
"51658","Brisbane",2021-09-05,"0","0"
"51659","Canberra",2021-09-05,"0","0"
"51660","Darwin",2021-09-05,"0","0"
"51661","Hobart",2021-09-05,"0","0"
"51662","Melbourne",2021-09-05,"0","0"
"51663","Perth",2021-09-05,"0","0"
"51664","Sydney",2021-09-05,"0","0"
"51665","Adelaide",2021-09-06,"0","0"
"51666","Brisbane",2021-09-06,"0","0"
"51667","Canberra",2021-09-06,"0","0"
"51668","Darwin",2021-09-06,"0","0"
"51669","Hobart",2021-09-06,"0","0"
"51670","Melbourne",2021-09-06,"0","0"
"51671","Perth",2021-09-06,"0","0"
"51672","Sydney",2021-09-06,"0","0"
"51673","Adelaide",2021-09-07,"0","0"
"51674","Brisbane",2021-09-07,"0","0"
"51675","Canberra",2021-09-07,"0","0"
"51676","Darwin",2021-09-07,"0","0"
"51677","Hobart",2021-09-07,"0","0"
"51678","Melbourne",2021-09-07,"0","0"
"51679","Perth",2021-09-07,"0","0"
"51680","Sydney",2021-09-07,"0","0"
"51681","Adelaide",2021-09-08,"0","0"
"51682","Brisbane",2021-09-08,"0","0"
"51683","Canberra",2021-09-08,"0","0"
"51684","Darwin",2021-09-08,"0","0"
"51685","Hobart",2021-09-08,"0","0"
"51686","Melbourne",2021-09-08,"0","0"
"51687","Perth",2021-09-08,"0","0"
"51688","Sydney",2021-09-08,"0","0"
"51689","Adelaide",2021-09-09,"0","0"
"51690","Brisbane",2021-09-09,"0","0"
"51691","Canberra",2021-09-09,"0","0"
"51692","Darwin",2021-09-09,"0","0"
"51693","Hobart",2021-09-09,"0","0"
"51694","Melbourne",2021-09-09,"0","0"
"51695","Perth",2021-09-09,"0","0"
"51696","Sydney",2021-09-09,"0","0"
"51697","Adelaide",2021-09-10,"0","0"
"51698","Brisbane",2021-09-10,"0","0"
"51699","Canberra",2021-09-10,"0","0"
"51700","Darwin",2021-09-10,"0","0"
"51701","Hobart",2021-09-10,"0","0"
"51702","Melbourne",2021-09-10,"0","0"
"51703","Perth",2021-09-10,"0","0"
"51704","Sydney",2021-09-10,"0","0"
"51705","Adelaide",2021-09-11,"0","0"
"51706","Brisbane",2021-09-11,"0","0"
"51707","Canberra",2021-09-11,"0","0"
"51708","Darwin",2021-09-11,"0","0"
"51709","Hobart",2021-09-11,"0","0"
"51710","Melbourne",2021-09-11,"0","0"
"51711","Perth",2021-09-11,"0","0"
"51712","Sydney",2021-09-11,"0","0"
"51713","Adelaide",2021-09-12,"0","0"
"51714","Brisbane",2021-09-12,"0","0"
"51715","Canberra",2021-09-12,"0","0"
"51716","Darwin",2021-09-12,"0","0"
"51717","Hobart",2021-09-12,"0","0"
"51718","Melbourne",2021-09-12,"0","0"
"51719","Perth",2021-09-12,"0","0"
"51720","Sydney",2021-09-12,"0","0"
"51721","Adelaide",2021-09-13,"0","0"
"51722","Brisbane",2021-09-13,"0","0"
"51723","Canberra",2021-09-13,"0","0"
"51724","Darwin",2021-09-13,"0","0"
"51725","Hobart",2021-09-13,"0","0"
"51726","Melbourne",2021-09-13,"0","0"
"51727","Perth",2021-09-13,"0","0"
"51728","Sydney",2021-09-13,"0","0"
"51729","Adelaide",2021-09-14,"0","0"
"51730","Brisbane",2021-09-14,"0","0"
"51731","Canberra",2021-09-14,"0","0"
"51732","Darwin",2021-09-14,"0","0"
"51733","Hobart",2021-09-14,"0","0"
"51734","Melbourne",2021-09-14,"0","0"
"51735","Perth",2021-09-14,"0","0"
"51736","Sydney",2021-09-14,"0","0"
"51737","Adelaide",2021-09-15,"0","0"
"51738","Brisbane",2021-09-15,"0","0"
"51739","Canberra",2021-09-15,"0","0"
"51740","Darwin",2021-09-15,"0","0"
"51741","Hobart",2021-09-15,"0","0"
"51742","Melbourne",2021-09-15,"0","0"
"51743","Perth",2021-09-15,"0","0"
"51744","Sydney",2021-09-15,"0","0"
"51745","Adelaide",2021-09-16,"0","0"
"51746","Brisbane",2021-09-16,"0","0"
"51747","Canberra",2021-09-16,"0","0"
"51748","Darwin",2021-09-16,"0","0"
"51749","Hobart",2021-09-16,"0","0"
"51750","Melbourne",2021-09-16,"0","0"
"51751","Perth",2021-09-16,"0","0"
"51752","Sydney",2021-09-16,"0","0"
"51753","Adelaide",2021-09-17,"0","0"
"51754","Brisbane",2021-09-17,"0","0"
"51755","Canberra",2021-09-17,"0","0"
"51756","Darwin",2021-09-17,"0","0"
"51757","Hobart",2021-09-17,"0","0"
"51758","Melbourne",2021-09-17,"0","0"
"51759","Perth",2021-09-17,"0","0"
"51760","Sydney",2021-09-17,"0","0"
"51761","Adelaide",2021-09-18,"0","0"
"51762","Brisbane",2021-09-18,"1","3"
"51763","Canberra",2021-09-18,"1","3"
"51764","Darwin",2021-09-18,"0","0"
"51765","Hobart",2021-09-18,"0","0"
"51766","Melbourne",2021-09-18,"1","3"
"51767","Perth",2021-09-18,"0","0"
"51768","Sydney",2021-09-18,"1","3"
"51769","Adelaide",2021-09-19,"0","0"
"51770","Brisbane",2021-09-19,"1","3"
"51771","Canberra",2021-09-19,"1","3"
"51772","Darwin",2021-09-19,"0","0"
"51773","Hobart",2021-09-19,"0","0"
"51774","Melbourne",2021-09-19,"1","3"
"51775","Perth",2021-09-19,"0","0"
"51776","Sydney",2021-09-19,"1","3"
"51777","Adelaide",2021-09-20,"0","0"
"51778","Brisbane",2021-09-20,"1","3"
"51779","Canberra",2021-09-20,"1","3"
"51780","Darwin",2021-09-20,"0","0"
"51781","Hobart",2021-09-20,"0","0"
"51782","Melbourne",2021-09-20,"1","3"
"51783","Perth",2021-09-20,"0","0"
"51784","Sydney",2021-09-20,"1","3"
"51785","Adelaide",2021-09-21,"0","0"
"51786","Brisbane",2021-09-21,"1","3"
"51787","Canberra",2021-09-21,"1","3"
"51788","Darwin",2021-09-21,"0","0"
"51789","Hobart",2021-09-21,"0","0"
"51790","Melbourne",2021-09-21,"1","3"
"51791","Perth",2021-09-21,"0","0"
"51792","Sydney",2021-09-21,"1","3"
"51793","Adelaide",2021-09-22,"0","0"
"51794","Brisbane",2021-09-22,"1","3"
"51795","Canberra",2021-09-22,"1","3"
"51796","Darwin",2021-09-22,"0","0"
"51797","Hobart",2021-09-22,"0","0"
"51798","Melbourne",2021-09-22,"1","3"
"51799","Perth",2021-09-22,"0","0"
"51800","Sydney",2021-09-22,"1","3"
"51801","Adelaide",2021-09-23,"0","0"
"51802","Brisbane",2021-09-23,"1","3"
"51803","Canberra",2021-09-23,"1","3"
