"City","Date","schoolhols","school.hols"
"5479","Perth",2005-11-15,"0","0"
"5480","Sydney",2005-11-15,"0","0"
"5481","Adelaide",2005-11-16,"0","0"
"5482","Brisbane",2005-11-16,"0","0"
"5483","Canberra",2005-11-16,"0","0"
"5484","Darwin",2005-11-16,"0","0"
"5485","Hobart",2005-11-16,"0","0"
"5486","Melbourne",2005-11-16,"0","0"
"5487","Perth",2005-11-16,"0","0"
"5488","Sydney",2005-11-16,"0","0"
"5489","Adelaide",2005-11-17,"0","0"
"5490","Brisbane",2005-11-17,"0","0"
"5491","Canberra",2005-11-17,"0","0"
"5492","Darwin",2005-11-17,"0","0"
"5493","Hobart",2005-11-17,"0","0"
"5494","Melbourne",2005-11-17,"0","0"
"5495","Perth",2005-11-17,"0","0"
"5496","Sydney",2005-11-17,"0","0"
"5497","Adelaide",2005-11-18,"0","0"
"5498","Brisbane",2005-11-18,"0","0"
"5499","Canberra",2005-11-18,"0","0"
"5500","Darwin",2005-11-18,"0","0"
"5501","Hobart",2005-11-18,"0","0"
"5502","Melbourne",2005-11-18,"0","0"
"5503","Perth",2005-11-18,"0","0"
"5504","Sydney",2005-11-18,"0","0"
"5505","Adelaide",2005-11-19,"0","0"
"5506","Brisbane",2005-11-19,"0","0"
"5507","Canberra",2005-11-19,"0","0"
"5508","Darwin",2005-11-19,"0","0"
"5509","Hobart",2005-11-19,"0","0"
"5510","Melbourne",2005-11-19,"0","0"
"5511","Perth",2005-11-19,"0","0"
"5512","Sydney",2005-11-19,"0","0"
"5513","Adelaide",2005-11-20,"0","0"
"5514","Brisbane",2005-11-20,"0","0"
"5515","Canberra",2005-11-20,"0","0"
"5516","Darwin",2005-11-20,"0","0"
"5517","Hobart",2005-11-20,"0","0"
"5518","Melbourne",2005-11-20,"0","0"
"5519","Perth",2005-11-20,"0","0"
"5520","Sydney",2005-11-20,"0","0"
"5521","Adelaide",2005-11-21,"0","0"
"5522","Brisbane",2005-11-21,"0","0"
"5523","Canberra",2005-11-21,"0","0"
"5524","Darwin",2005-11-21,"0","0"
"5525","Hobart",2005-11-21,"0","0"
"5526","Melbourne",2005-11-21,"0","0"
"5527","Perth",2005-11-21,"0","0"
"5528","Sydney",2005-11-21,"0","0"
"5529","Adelaide",2005-11-22,"0","0"
"5530","Brisbane",2005-11-22,"0","0"
"5531","Canberra",2005-11-22,"0","0"
"5532","Darwin",2005-11-22,"0","0"
"5533","Hobart",2005-11-22,"0","0"
"5534","Melbourne",2005-11-22,"0","0"
"5535","Perth",2005-11-22,"0","0"
"5536","Sydney",2005-11-22,"0","0"
"5537","Adelaide",2005-11-23,"0","0"
"5538","Brisbane",2005-11-23,"0","0"
"5539","Canberra",2005-11-23,"0","0"
"5540","Darwin",2005-11-23,"0","0"
"5541","Hobart",2005-11-23,"0","0"
"5542","Melbourne",2005-11-23,"0","0"
"5543","Perth",2005-11-23,"0","0"
"5544","Sydney",2005-11-23,"0","0"
"5545","Adelaide",2005-11-24,"0","0"
"5546","Brisbane",2005-11-24,"0","0"
"5547","Canberra",2005-11-24,"0","0"
"5548","Darwin",2005-11-24,"0","0"
"5549","Hobart",2005-11-24,"0","0"
"5550","Melbourne",2005-11-24,"0","0"
"5551","Perth",2005-11-24,"0","0"
"5552","Sydney",2005-11-24,"0","0"
"5553","Adelaide",2005-11-25,"0","0"
"5554","Brisbane",2005-11-25,"0","0"
"5555","Canberra",2005-11-25,"0","0"
"5556","Darwin",2005-11-25,"0","0"
"5557","Hobart",2005-11-25,"0","0"
"5558","Melbourne",2005-11-25,"0","0"
"5559","Perth",2005-11-25,"0","0"
"5560","Sydney",2005-11-25,"0","0"
"5561","Adelaide",2005-11-26,"0","0"
"5562","Brisbane",2005-11-26,"0","0"
"5563","Canberra",2005-11-26,"0","0"
"5564","Darwin",2005-11-26,"0","0"
"5565","Hobart",2005-11-26,"0","0"
"5566","Melbourne",2005-11-26,"0","0"
"5567","Perth",2005-11-26,"0","0"
"5568","Sydney",2005-11-26,"0","0"
"5569","Adelaide",2005-11-27,"0","0"
"5570","Brisbane",2005-11-27,"0","0"
"5571","Canberra",2005-11-27,"0","0"
"5572","Darwin",2005-11-27,"0","0"
"5573","Hobart",2005-11-27,"0","0"
"5574","Melbourne",2005-11-27,"0","0"
"5575","Perth",2005-11-27,"0","0"
"5576","Sydney",2005-11-27,"0","0"
"5577","Adelaide",2005-11-28,"0","0"
"5578","Brisbane",2005-11-28,"0","0"
"5579","Canberra",2005-11-28,"0","0"
"5580","Darwin",2005-11-28,"0","0"
"5581","Hobart",2005-11-28,"0","0"
"5582","Melbourne",2005-11-28,"0","0"
"5583","Perth",2005-11-28,"0","0"
"5584","Sydney",2005-11-28,"0","0"
"5585","Adelaide",2005-11-29,"0","0"
"5586","Brisbane",2005-11-29,"0","0"
"5587","Canberra",2005-11-29,"0","0"
"5588","Darwin",2005-11-29,"0","0"
"5589","Hobart",2005-11-29,"0","0"
"5590","Melbourne",2005-11-29,"0","0"
"5591","Perth",2005-11-29,"0","0"
"5592","Sydney",2005-11-29,"0","0"
"5593","Adelaide",2005-11-30,"0","0"
"5594","Brisbane",2005-11-30,"0","0"
"5595","Canberra",2005-11-30,"0","0"
"5596","Darwin",2005-11-30,"0","0"
"5597","Hobart",2005-11-30,"0","0"
"5598","Melbourne",2005-11-30,"0","0"
"5599","Perth",2005-11-30,"0","0"
"5600","Sydney",2005-11-30,"0","0"
"5601","Adelaide",2005-12-01,"0","0"
"5602","Brisbane",2005-12-01,"0","0"
"5603","Canberra",2005-12-01,"0","0"
"5604","Darwin",2005-12-01,"0","0"
"5605","Hobart",2005-12-01,"0","0"
"5606","Melbourne",2005-12-01,"0","0"
"5607","Perth",2005-12-01,"0","0"
"5608","Sydney",2005-12-01,"0","0"
"5609","Adelaide",2005-12-02,"0","0"
"5610","Brisbane",2005-12-02,"0","0"
"5611","Canberra",2005-12-02,"0","0"
"5612","Darwin",2005-12-02,"0","0"
"5613","Hobart",2005-12-02,"0","0"
"5614","Melbourne",2005-12-02,"0","0"
"5615","Perth",2005-12-02,"0","0"
"5616","Sydney",2005-12-02,"0","0"
"5617","Adelaide",2005-12-03,"0","0"
"5618","Brisbane",2005-12-03,"0","0"
"5619","Canberra",2005-12-03,"0","0"
"5620","Darwin",2005-12-03,"0","0"
"5621","Hobart",2005-12-03,"0","0"
"5622","Melbourne",2005-12-03,"0","0"
"5623","Perth",2005-12-03,"0","0"
"5624","Sydney",2005-12-03,"0","0"
"5625","Adelaide",2005-12-04,"0","0"
"5626","Brisbane",2005-12-04,"0","0"
"5627","Canberra",2005-12-04,"0","0"
"5628","Darwin",2005-12-04,"0","0"
"5629","Hobart",2005-12-04,"0","0"
"5630","Melbourne",2005-12-04,"0","0"
"5631","Perth",2005-12-04,"0","0"
"5632","Sydney",2005-12-04,"0","0"
"5633","Adelaide",2005-12-05,"0","0"
"5634","Brisbane",2005-12-05,"0","0"
"5635","Canberra",2005-12-05,"0","0"
"5636","Darwin",2005-12-05,"0","0"
"5637","Hobart",2005-12-05,"0","0"
"5638","Melbourne",2005-12-05,"0","0"
"5639","Perth",2005-12-05,"0","0"
"5640","Sydney",2005-12-05,"0","0"
"5641","Adelaide",2005-12-06,"0","0"
"5642","Brisbane",2005-12-06,"0","0"
"5643","Canberra",2005-12-06,"0","0"
"5644","Darwin",2005-12-06,"0","0"
"5645","Hobart",2005-12-06,"0","0"
"5646","Melbourne",2005-12-06,"0","0"
"5647","Perth",2005-12-06,"0","0"
"5648","Sydney",2005-12-06,"0","0"
"5649","Adelaide",2005-12-07,"0","0"
"5650","Brisbane",2005-12-07,"0","0"
"5651","Canberra",2005-12-07,"0","0"
"5652","Darwin",2005-12-07,"0","0"
"5653","Hobart",2005-12-07,"0","0"
"5654","Melbourne",2005-12-07,"0","0"
"5655","Perth",2005-12-07,"0","0"
"5656","Sydney",2005-12-07,"0","0"
"5657","Adelaide",2005-12-08,"0","0"
"5658","Brisbane",2005-12-08,"0","0"
"5659","Canberra",2005-12-08,"0","0"
"5660","Darwin",2005-12-08,"0","0"
"5661","Hobart",2005-12-08,"0","0"
"5662","Melbourne",2005-12-08,"0","0"
"5663","Perth",2005-12-08,"0","0"
"5664","Sydney",2005-12-08,"0","0"
"5665","Adelaide",2005-12-09,"0","0"
"5666","Brisbane",2005-12-09,"0","0"
"5667","Canberra",2005-12-09,"0","0"
"5668","Darwin",2005-12-09,"0","0"
"5669","Hobart",2005-12-09,"0","0"
"5670","Melbourne",2005-12-09,"0","0"
"5671","Perth",2005-12-09,"0","0"
"5672","Sydney",2005-12-09,"0","0"
"5673","Adelaide",2005-12-10,"0","0"
"5674","Brisbane",2005-12-10,"1","4"
"5675","Canberra",2005-12-10,"0","0"
"5676","Darwin",2005-12-10,"0","0"
"5677","Hobart",2005-12-10,"0","0"
"5678","Melbourne",2005-12-10,"0","0"
"5679","Perth",2005-12-10,"0","0"
"5680","Sydney",2005-12-10,"0","0"
"5681","Adelaide",2005-12-11,"0","0"
"5682","Brisbane",2005-12-11,"1","4"
"5683","Canberra",2005-12-11,"0","0"
"5684","Darwin",2005-12-11,"0","0"
"5685","Hobart",2005-12-11,"0","0"
"5686","Melbourne",2005-12-11,"0","0"
"5687","Perth",2005-12-11,"0","0"
"5688","Sydney",2005-12-11,"0","0"
"5689","Adelaide",2005-12-12,"0","0"
"5690","Brisbane",2005-12-12,"1","4"
"5691","Canberra",2005-12-12,"0","0"
"5692","Darwin",2005-12-12,"0","0"
"5693","Hobart",2005-12-12,"0","0"
"5694","Melbourne",2005-12-12,"0","0"
"5695","Perth",2005-12-12,"0","0"
"5696","Sydney",2005-12-12,"0","0"
"5697","Adelaide",2005-12-13,"0","0"
"5698","Brisbane",2005-12-13,"1","4"
"5699","Canberra",2005-12-13,"0","0"
"5700","Darwin",2005-12-13,"0","0"
"5701","Hobart",2005-12-13,"0","0"
"5702","Melbourne",2005-12-13,"0","0"
"5703","Perth",2005-12-13,"0","0"
"5704","Sydney",2005-12-13,"0","0"
"5705","Adelaide",2005-12-14,"0","0"
"5706","Brisbane",2005-12-14,"1","4"
"5707","Canberra",2005-12-14,"0","0"
"5708","Darwin",2005-12-14,"0","0"
"5709","Hobart",2005-12-14,"0","0"
"5710","Melbourne",2005-12-14,"0","0"
"5711","Perth",2005-12-14,"0","0"
"5712","Sydney",2005-12-14,"0","0"
"5713","Adelaide",2005-12-15,"0","0"
"5714","Brisbane",2005-12-15,"1","4"
"5715","Canberra",2005-12-15,"0","0"
"5716","Darwin",2005-12-15,"0","0"
"5717","Hobart",2005-12-15,"0","0"
"5718","Melbourne",2005-12-15,"0","0"
"5719","Perth",2005-12-15,"0","0"
"5720","Sydney",2005-12-15,"0","0"
"5721","Adelaide",2005-12-16,"0","0"
"5722","Brisbane",2005-12-16,"1","4"
"5723","Canberra",2005-12-16,"0","0"
"5724","Darwin",2005-12-16,"0","0"
"5725","Hobart",2005-12-16,"0","0"
"5726","Melbourne",2005-12-16,"0","0"
"5727","Perth",2005-12-16,"0","0"
"5728","Sydney",2005-12-16,"0","0"
"5729","Adelaide",2005-12-17,"1","4"
"5730","Brisbane",2005-12-17,"1","4"
"5731","Canberra",2005-12-17,"1","4"
"5732","Darwin",2005-12-17,"1","4"
"5733","Hobart",2005-12-17,"0","0"
"5734","Melbourne",2005-12-17,"0","0"
"5735","Perth",2005-12-17,"1","4"
"5736","Sydney",2005-12-17,"0","0"
"5737","Adelaide",2005-12-18,"1","4"
"5738","Brisbane",2005-12-18,"1","4"
"5739","Canberra",2005-12-18,"1","4"
"5740","Darwin",2005-12-18,"1","4"
"5741","Hobart",2005-12-18,"0","0"
"5742","Melbourne",2005-12-18,"0","0"
"5743","Perth",2005-12-18,"1","4"
"5744","Sydney",2005-12-18,"0","0"
"5745","Adelaide",2005-12-19,"1","4"
"5746","Brisbane",2005-12-19,"1","4"
"5747","Canberra",2005-12-19,"1","4"
"5748","Darwin",2005-12-19,"1","4"
"5749","Hobart",2005-12-19,"0","0"
"5750","Melbourne",2005-12-19,"0","0"
"5751","Perth",2005-12-19,"1","4"
"5752","Sydney",2005-12-19,"0","0"
"5753","Adelaide",2005-12-20,"1","4"
"5754","Brisbane",2005-12-20,"1","4"
"5755","Canberra",2005-12-20,"1","4"
"5756","Darwin",2005-12-20,"1","4"
"5757","Hobart",2005-12-20,"0","0"
"5758","Melbourne",2005-12-20,"0","0"
"5759","Perth",2005-12-20,"1","4"
"5760","Sydney",2005-12-20,"0","0"
"5761","Adelaide",2005-12-21,"1","4"
"5762","Brisbane",2005-12-21,"1","4"
"5763","Canberra",2005-12-21,"1","4"
"5764","Darwin",2005-12-21,"1","4"
"5765","Hobart",2005-12-21,"0","0"
"5766","Melbourne",2005-12-21,"0","0"
"5767","Perth",2005-12-21,"1","4"
"5768","Sydney",2005-12-21,"0","0"
"5769","Adelaide",2005-12-22,"1","4"
"5770","Brisbane",2005-12-22,"1","4"
"5771","Canberra",2005-12-22,"1","4"
"5772","Darwin",2005-12-22,"1","4"
"5773","Hobart",2005-12-22,"1","4"
"5774","Melbourne",2005-12-22,"1","4"
"5775","Perth",2005-12-22,"1","4"
"5776","Sydney",2005-12-22,"1","4"
"5777","Adelaide",2005-12-23,"1","4"
"5778","Brisbane",2005-12-23,"1","4"
"5779","Canberra",2005-12-23,"1","4"
"5780","Darwin",2005-12-23,"1","4"
"5781","Hobart",2005-12-23,"1","4"
"5782","Melbourne",2005-12-23,"1","4"
"5783","Perth",2005-12-23,"1","4"
"5784","Sydney",2005-12-23,"1","4"
"5785","Adelaide",2005-12-24,"1","4"
"5786","Brisbane",2005-12-24,"1","4"
"5787","Canberra",2005-12-24,"1","4"
"5788","Darwin",2005-12-24,"1","4"
"5789","Hobart",2005-12-24,"1","4"
"5790","Melbourne",2005-12-24,"1","4"
"5791","Perth",2005-12-24,"1","4"
"5792","Sydney",2005-12-24,"1","4"
"5793","Adelaide",2005-12-25,"1","4"
"5794","Brisbane",2005-12-25,"1","4"
"5795","Canberra",2005-12-25,"1","4"
"5796","Darwin",2005-12-25,"1","4"
"5797","Hobart",2005-12-25,"1","4"
"5798","Melbourne",2005-12-25,"1","4"
"5799","Perth",2005-12-25,"1","4"
"5800","Sydney",2005-12-25,"1","4"
"5801","Adelaide",2005-12-26,"1","4"
"5802","Brisbane",2005-12-26,"1","4"
"5803","Canberra",2005-12-26,"1","4"
"5804","Darwin",2005-12-26,"1","4"
"5805","Hobart",2005-12-26,"1","4"
"5806","Melbourne",2005-12-26,"1","4"
"5807","Perth",2005-12-26,"1","4"
"5808","Sydney",2005-12-26,"1","4"
"5809","Adelaide",2005-12-27,"1","4"
"5810","Brisbane",2005-12-27,"1","4"
"5811","Canberra",2005-12-27,"1","4"
"5812","Darwin",2005-12-27,"1","4"
"5813","Hobart",2005-12-27,"1","4"
"5814","Melbourne",2005-12-27,"1","4"
"5815","Perth",2005-12-27,"1","4"
"5816","Sydney",2005-12-27,"1","4"
"5817","Adelaide",2005-12-28,"1","4"
"5818","Brisbane",2005-12-28,"1","4"
"5819","Canberra",2005-12-28,"1","4"
"5820","Darwin",2005-12-28,"1","4"
"5821","Hobart",2005-12-28,"1","4"
"5822","Melbourne",2005-12-28,"1","4"
"5823","Perth",2005-12-28,"1","4"
"5824","Sydney",2005-12-28,"1","4"
"5825","Adelaide",2005-12-29,"1","4"
"5826","Brisbane",2005-12-29,"1","4"
"5827","Canberra",2005-12-29,"1","4"
"5828","Darwin",2005-12-29,"1","4"
"5829","Hobart",2005-12-29,"1","4"
"5830","Melbourne",2005-12-29,"1","4"
"5831","Perth",2005-12-29,"1","4"
"5832","Sydney",2005-12-29,"1","4"
"5833","Adelaide",2005-12-30,"1","4"
"5834","Brisbane",2005-12-30,"1","4"
"5835","Canberra",2005-12-30,"1","4"
"5836","Darwin",2005-12-30,"1","4"
"5837","Hobart",2005-12-30,"1","4"
"5838","Melbourne",2005-12-30,"1","4"
"5839","Perth",2005-12-30,"1","4"
"5840","Sydney",2005-12-30,"1","4"
"5841","Adelaide",2005-12-31,"1","4"
"5842","Brisbane",2005-12-31,"1","4"
"5843","Canberra",2005-12-31,"1","4"
"5844","Darwin",2005-12-31,"1","4"
"5845","Hobart",2005-12-31,"1","4"
"5846","Melbourne",2005-12-31,"1","4"
"5847","Perth",2005-12-31,"1","4"
"5848","Sydney",2005-12-31,"1","4"
"5849","Adelaide",2006-01-01,"1","4"
"5850","Brisbane",2006-01-01,"1","4"
"5851","Canberra",2006-01-01,"1","4"
"5852","Darwin",2006-01-01,"1","4"
"5853","Hobart",2006-01-01,"1","4"
"5854","Melbourne",2006-01-01,"1","4"
"5855","Perth",2006-01-01,"1","4"
"5856","Sydney",2006-01-01,"1","4"
"5857","Adelaide",2006-01-02,"1","4"
"5858","Brisbane",2006-01-02,"1","4"
"5859","Canberra",2006-01-02,"1","4"
"5860","Darwin",2006-01-02,"1","4"
"5861","Hobart",2006-01-02,"1","4"
"5862","Melbourne",2006-01-02,"1","4"
"5863","Perth",2006-01-02,"1","4"
"5864","Sydney",2006-01-02,"1","4"
"5865","Adelaide",2006-01-03,"1","4"
"5866","Brisbane",2006-01-03,"1","4"
"5867","Canberra",2006-01-03,"1","4"
"5868","Darwin",2006-01-03,"1","4"
"5869","Hobart",2006-01-03,"1","4"
"5870","Melbourne",2006-01-03,"1","4"
"5871","Perth",2006-01-03,"1","4"
"5872","Sydney",2006-01-03,"1","4"
"5873","Adelaide",2006-01-04,"1","4"
"5874","Brisbane",2006-01-04,"1","4"
"5875","Canberra",2006-01-04,"1","4"
"5876","Darwin",2006-01-04,"1","4"
"5877","Hobart",2006-01-04,"1","4"
"5878","Melbourne",2006-01-04,"1","4"
"5879","Perth",2006-01-04,"1","4"
"5880","Sydney",2006-01-04,"1","4"
"5881","Adelaide",2006-01-05,"1","4"
"5882","Brisbane",2006-01-05,"1","4"
"5883","Canberra",2006-01-05,"1","4"
"5884","Darwin",2006-01-05,"1","4"
"5885","Hobart",2006-01-05,"1","4"
"5886","Melbourne",2006-01-05,"1","4"
"5887","Perth",2006-01-05,"1","4"
"5888","Sydney",2006-01-05,"1","4"
"5889","Adelaide",2006-01-06,"1","4"
"5890","Brisbane",2006-01-06,"1","4"
"5891","Canberra",2006-01-06,"1","4"
"5892","Darwin",2006-01-06,"1","4"
"5893","Hobart",2006-01-06,"1","4"
"5894","Melbourne",2006-01-06,"1","4"
"5895","Perth",2006-01-06,"1","4"
"5896","Sydney",2006-01-06,"1","4"
"5897","Adelaide",2006-01-07,"1","4"
"5898","Brisbane",2006-01-07,"1","4"
"5899","Canberra",2006-01-07,"1","4"
"5900","Darwin",2006-01-07,"1","4"
"5901","Hobart",2006-01-07,"1","4"
"5902","Melbourne",2006-01-07,"1","4"
"5903","Perth",2006-01-07,"1","4"
"5904","Sydney",2006-01-07,"1","4"
"5905","Adelaide",2006-01-08,"1","4"
"5906","Brisbane",2006-01-08,"1","4"
"5907","Canberra",2006-01-08,"1","4"
"5908","Darwin",2006-01-08,"1","4"
"5909","Hobart",2006-01-08,"1","4"
"5910","Melbourne",2006-01-08,"1","4"
"5911","Perth",2006-01-08,"1","4"
"5912","Sydney",2006-01-08,"1","4"
"5913","Adelaide",2006-01-09,"1","4"
"5914","Brisbane",2006-01-09,"1","4"
"5915","Canberra",2006-01-09,"1","4"
"5916","Darwin",2006-01-09,"1","4"
"5917","Hobart",2006-01-09,"1","4"
"5918","Melbourne",2006-01-09,"1","4"
"5919","Perth",2006-01-09,"1","4"
"5920","Sydney",2006-01-09,"1","4"
"5921","Adelaide",2006-01-10,"1","4"
"5922","Brisbane",2006-01-10,"1","4"
"5923","Canberra",2006-01-10,"1","4"
"5924","Darwin",2006-01-10,"1","4"
"5925","Hobart",2006-01-10,"1","4"
"5926","Melbourne",2006-01-10,"1","4"
"5927","Perth",2006-01-10,"1","4"
"5928","Sydney",2006-01-10,"1","4"
"5929","Adelaide",2006-01-11,"1","4"
"5930","Brisbane",2006-01-11,"1","4"
"5931","Canberra",2006-01-11,"1","4"
"5932","Darwin",2006-01-11,"1","4"
"5933","Hobart",2006-01-11,"1","4"
"5934","Melbourne",2006-01-11,"1","4"
"5935","Perth",2006-01-11,"1","4"
"5936","Sydney",2006-01-11,"1","4"
"5937","Adelaide",2006-01-12,"1","4"
"5938","Brisbane",2006-01-12,"1","4"
"5939","Canberra",2006-01-12,"1","4"
"5940","Darwin",2006-01-12,"1","4"
"5941","Hobart",2006-01-12,"1","4"
"5942","Melbourne",2006-01-12,"1","4"
"5943","Perth",2006-01-12,"1","4"
"5944","Sydney",2006-01-12,"1","4"
"5945","Adelaide",2006-01-13,"1","4"
"5946","Brisbane",2006-01-13,"1","4"
"5947","Canberra",2006-01-13,"1","4"
"5948","Darwin",2006-01-13,"1","4"
"5949","Hobart",2006-01-13,"1","4"
"5950","Melbourne",2006-01-13,"1","4"
"5951","Perth",2006-01-13,"1","4"
"5952","Sydney",2006-01-13,"1","4"
"5953","Adelaide",2006-01-14,"1","4"
"5954","Brisbane",2006-01-14,"1","4"
"5955","Canberra",2006-01-14,"1","4"
"5956","Darwin",2006-01-14,"1","4"
"5957","Hobart",2006-01-14,"1","4"
"5958","Melbourne",2006-01-14,"1","4"
"5959","Perth",2006-01-14,"1","4"
"5960","Sydney",2006-01-14,"1","4"
"5961","Adelaide",2006-01-15,"1","4"
"5962","Brisbane",2006-01-15,"1","4"
"5963","Canberra",2006-01-15,"1","4"
"5964","Darwin",2006-01-15,"1","4"
"5965","Hobart",2006-01-15,"1","4"
"5966","Melbourne",2006-01-15,"1","4"
"5967","Perth",2006-01-15,"1","4"
"5968","Sydney",2006-01-15,"1","4"
"5969","Adelaide",2006-01-16,"1","4"
"5970","Brisbane",2006-01-16,"1","4"
"5971","Canberra",2006-01-16,"1","4"
"5972","Darwin",2006-01-16,"1","4"
"5973","Hobart",2006-01-16,"1","4"
"5974","Melbourne",2006-01-16,"1","4"
"5975","Perth",2006-01-16,"1","4"
"5976","Sydney",2006-01-16,"1","4"
"5977","Adelaide",2006-01-17,"1","4"
"5978","Brisbane",2006-01-17,"1","4"
"5979","Canberra",2006-01-17,"1","4"
"5980","Darwin",2006-01-17,"1","4"
"5981","Hobart",2006-01-17,"1","4"
"5982","Melbourne",2006-01-17,"1","4"
"5983","Perth",2006-01-17,"1","4"
"5984","Sydney",2006-01-17,"1","4"
"5985","Adelaide",2006-01-18,"1","4"
"5986","Brisbane",2006-01-18,"1","4"
"5987","Canberra",2006-01-18,"1","4"
"5988","Darwin",2006-01-18,"1","4"
"5989","Hobart",2006-01-18,"1","4"
"5990","Melbourne",2006-01-18,"1","4"
"5991","Perth",2006-01-18,"1","4"
"5992","Sydney",2006-01-18,"1","4"
"5993","Adelaide",2006-01-19,"1","4"
"5994","Brisbane",2006-01-19,"1","4"
"5995","Canberra",2006-01-19,"1","4"
"5996","Darwin",2006-01-19,"1","4"
"5997","Hobart",2006-01-19,"1","4"
"5998","Melbourne",2006-01-19,"1","4"
"5999","Perth",2006-01-19,"1","4"
"6000","Sydney",2006-01-19,"1","4"
"6001","Adelaide",2006-01-20,"1","4"
"6002","Brisbane",2006-01-20,"1","4"
"6003","Canberra",2006-01-20,"1","4"
"6004","Darwin",2006-01-20,"1","4"
"6005","Hobart",2006-01-20,"1","4"
"6006","Melbourne",2006-01-20,"1","4"
"6007","Perth",2006-01-20,"1","4"
"6008","Sydney",2006-01-20,"1","4"
"6009","Adelaide",2006-01-21,"1","4"
"6010","Brisbane",2006-01-21,"1","4"
"6011","Canberra",2006-01-21,"1","4"
"6012","Darwin",2006-01-21,"1","4"
"6013","Hobart",2006-01-21,"1","4"
"6014","Melbourne",2006-01-21,"1","4"
"6015","Perth",2006-01-21,"1","4"
"6016","Sydney",2006-01-21,"1","4"
"6017","Adelaide",2006-01-22,"1","4"
"6018","Brisbane",2006-01-22,"1","4"
"6019","Canberra",2006-01-22,"1","4"
"6020","Darwin",2006-01-22,"1","4"
"6021","Hobart",2006-01-22,"1","4"
"6022","Melbourne",2006-01-22,"1","4"
"6023","Perth",2006-01-22,"1","4"
"6024","Sydney",2006-01-22,"1","4"
"6025","Adelaide",2006-01-23,"1","4"
"6026","Brisbane",2006-01-23,"0","0"
"6027","Canberra",2006-01-23,"1","4"
"6028","Darwin",2006-01-23,"1","4"
"6029","Hobart",2006-01-23,"1","4"
"6030","Melbourne",2006-01-23,"1","4"
"6031","Perth",2006-01-23,"1","4"
"6032","Sydney",2006-01-23,"1","4"
"6033","Adelaide",2006-01-24,"1","4"
"6034","Brisbane",2006-01-24,"0","0"
"6035","Canberra",2006-01-24,"1","4"
"6036","Darwin",2006-01-24,"1","4"
"6037","Hobart",2006-01-24,"1","4"
"6038","Melbourne",2006-01-24,"1","4"
"6039","Perth",2006-01-24,"1","4"
"6040","Sydney",2006-01-24,"1","4"
"6041","Adelaide",2006-01-25,"1","4"
"6042","Brisbane",2006-01-25,"0","0"
"6043","Canberra",2006-01-25,"1","4"
"6044","Darwin",2006-01-25,"1","4"
"6045","Hobart",2006-01-25,"1","4"
"6046","Melbourne",2006-01-25,"1","4"
"6047","Perth",2006-01-25,"1","4"
"6048","Sydney",2006-01-25,"1","4"
"6049","Adelaide",2006-01-26,"1","4"
"6050","Brisbane",2006-01-26,"0","0"
"6051","Canberra",2006-01-26,"1","4"
"6052","Darwin",2006-01-26,"1","4"
"6053","Hobart",2006-01-26,"1","4"
"6054","Melbourne",2006-01-26,"1","4"
"6055","Perth",2006-01-26,"1","4"
"6056","Sydney",2006-01-26,"1","4"
"6057","Adelaide",2006-01-27,"1","4"
"6058","Brisbane",2006-01-27,"0","0"
"6059","Canberra",2006-01-27,"1","4"
"6060","Darwin",2006-01-27,"1","4"
"6061","Hobart",2006-01-27,"1","4"
"6062","Melbourne",2006-01-27,"1","4"
"6063","Perth",2006-01-27,"1","4"
"6064","Sydney",2006-01-27,"1","4"
"6065","Adelaide",2006-01-28,"1","4"
"6066","Brisbane",2006-01-28,"0","0"
"6067","Canberra",2006-01-28,"1","4"
"6068","Darwin",2006-01-28,"1","4"
"6069","Hobart",2006-01-28,"1","4"
"6070","Melbourne",2006-01-28,"1","4"
"6071","Perth",2006-01-28,"1","4"
"6072","Sydney",2006-01-28,"1","4"
"6073","Adelaide",2006-01-29,"1","4"
"6074","Brisbane",2006-01-29,"0","0"
"6075","Canberra",2006-01-29,"1","4"
"6076","Darwin",2006-01-29,"1","4"
"6077","Hobart",2006-01-29,"1","4"
"6078","Melbourne",2006-01-29,"1","4"
"6079","Perth",2006-01-29,"1","4"
"6080","Sydney",2006-01-29,"1","4"
"6081","Adelaide",2006-01-30,"0","0"
"6082","Brisbane",2006-01-30,"0","0"
"6083","Canberra",2006-01-30,"1","4"
"6084","Darwin",2006-01-30,"0","0"
"6085","Hobart",2006-01-30,"1","4"
"6086","Melbourne",2006-01-30,"0","0"
"6087","Perth",2006-01-30,"1","4"
"6088","Sydney",2006-01-30,"0","0"
"6089","Adelaide",2006-01-31,"0","0"
"6090","Brisbane",2006-01-31,"0","0"
"6091","Canberra",2006-01-31,"1","4"
"6092","Darwin",2006-01-31,"0","0"
"6093","Hobart",2006-01-31,"1","4"
"6094","Melbourne",2006-01-31,"0","0"
"6095","Perth",2006-01-31,"1","4"
"6096","Sydney",2006-01-31,"0","0"
"6097","Adelaide",2006-02-01,"0","0"
"6098","Brisbane",2006-02-01,"0","0"
"6099","Canberra",2006-02-01,"1","4"
"6100","Darwin",2006-02-01,"0","0"
"6101","Hobart",2006-02-01,"1","4"
"6102","Melbourne",2006-02-01,"0","0"
"6103","Perth",2006-02-01,"0","0"
"6104","Sydney",2006-02-01,"0","0"
"6105","Adelaide",2006-02-02,"0","0"
"6106","Brisbane",2006-02-02,"0","0"
